node mean_tx_out median_tx_out mean_tx_in mean_tx_int count.mean_tx_all count.median_tx_all
50456 0 0 0 0 0.009615384615384616 0.009615384615384616
50457 0 0 0 0 4.0576988546333445e-07 4.0576988546333445e-07
50458 0 0 0 0 0 0
50459 0 0 0 0 0.0008787346221441124 0.0008787346221441124
50460 0 0 0 0 0 0
50461 0 0 0 0 0.005128205128205128 0.005128205128205128
50462 0 0 0 0 0 0
50463 0 0 0 0 0.003257328990228013 0.003257328990228013
50464 0 0 0 0 0 0
50465 0 0 0 0 0 0
50466 0 0 0 0 0.005952380952380952 0.005952380952380952
50467 0 0 0 0 0.000578368999421631 0.000578368999421631
50468 0 0 0 0 0 0
50469 0 0 0 0 0.005714285714285714 0.005714285714285714
50470 0 0 0 0 0 0
50471 0 0 0 0 0 0
50472 0 0 0 0 0 0
50473 0 0 0 0 0 0
50474 0 0 0 0 0.006802721088435374 0.006802721088435374
50475 0 0 0 0 0.00819672131147541 0.00819672131147541
50476 0 0 0 0 0.004761904761904762 0.004761904761904762
50477 0 0 0 0 0.014705882352941176 0.014705882352941176
50478 0 0 4.6085073044840775e-05 4.6085073044840775e-05 9.179786110983614e-05 9.179786110983614e-05
50479 0 0 0 0 0.0016286644951140066 0.0016286644951140066
50480 0 0 0 0 0.045454545454545456 0.045454545454545456
50481 0 0 0 0 0 0
50482 1.2860826565323353e-05 1.2860826565323353e-05 1.2868025530162651e-05 1.2868025530162651e-05 3.211530679752584e-05 0.0038022813688212928
50483 0 0 0 0 0.0008539709649871904 0.0008539709649871904
50484 0 0 0 0 0.011627906976744186 0.011627906976744186
50485 0 0 0 0 3.9236935767959037e-07 3.9236935767959037e-07
50486 0 0 0 0 0 0
50487 0 0 0 0 1.3685694343702527e-06 1.3685694343702527e-06
50488 0 0 1.5443538423523598e-05 1.5443538423523598e-05 1.5443538423523598e-05 1.5443538423523598e-05
50489 0 0 0 0 0.0064516129032258064 0.0064516129032258064
50490 0 0 0.005076142131979695 0.005076142131979695 0.010101010101010102 0.010101010101010102
50491 0 0 0 0 0.010526315789473684 0.010526315789473684
50492 0 0 0 0 0.00847457627118644 0.00847457627118644
50493 0 0 0 0 0 0
50494 0 0 0 0 0 0
50495 0 0 0 0 0 0
50496 0 0 1.8258837277242185e-05 1.8258837277242185e-05 1.8258837277242185e-05 1.8258837277242185e-05
50497 0 0 0 0 0.0058823529411764705 0.0058823529411764705
50498 1.2888346380635985e-05 1.4253135689851767e-05 2.160353622392576e-05 0.00037572797294758596 3.2601341564844756e-05 0.00025687130747495504
50499 0 0 0.02 0.02 3.194030994876774e-06 3.194030994876774e-06
50500 0 0 0 0 7.166100903000375e-07 7.166100903000375e-07
50501 0 0 0.0035714285714285713 0.0035714285714285713 0.0035714285714285713 0.0035714285714285713
50502 0 0 3.430390515656302e-06 3.430390515656302e-06 3.430390515656302e-06 3.430390515656302e-06
50503 0 0 0 0 0 0
50504 0 0 0 0 0.009009009009009009 0.009009009009009009
50505 0 0 0 0 0 0
50506 0 0 0 0 0 0
50507 0 0 0 0 0 0
50508 0 0 0 0 4.341785342132685e-05 4.341785342132685e-05
50509 2.228064702998975e-06 2.228064702998975e-06 0 0 4.45611947747543e-06 4.45611947747543e-06
50510 0 0 0 0 0 0
50511 0 0 0 0 0.0072992700729927005 0.0072992700729927005
50512 0 0 0 0 8.654621741102184e-07 8.654621741102184e-07
50513 0 0 0 0 0 0
50514 0 0 0 0 4.101234881822917e-06 4.101234881822917e-06
50515 0 0 3.5509219968964943e-07 3.5509219968964943e-07 3.5509219968964943e-07 3.5509219968964943e-07
50516 0 0 0 0 0 0
50517 0 0 0 0 0 0
50518 0 0 0 0 0 0
50519 0 0 0 0 0 0
50520 0 0 0 0 0 0
50521 0 0 0 0 0.011111111111111112 0.011111111111111112
50522 0 0 0 0 0.008849557522123894 0.008849557522123894
50523 0 0 0 0 0 0
50524 0 0 0 0 8.012306903403628e-06 8.012306903403628e-06
50525 5.162809187735231e-06 5.162809187735231e-06 1.7490743024254414e-06 1.7490743024254414e-06 3.4981424863397536e-06 6.042862020310059e-06
50526 0 0 0 0 0 0
50527 0 0 0 0 0 0
50528 0 0 0 0 0 0
50529 0 0 0.0051813471502590676 0.0051813471502590676 0.002642007926023778 0.002642007926023778
50530 7.941739399763336e-06 0.001589825119236884 3.7411755022839874e-06 5.795018602009713e-06 1.1211935479048629e-05 0.0017241379310344827
50531 0 0 0 0 0.009259259259259259 0.009259259259259259
50532 0 0 0 0 0 0
50533 0 0 0 0 0.007042253521126761 0.007042253521126761
50534 0 0 0 0 0.001996007984031936 0.001996007984031936
50535 0.006211180124223602 0.006211180124223602 0 0 0.001379310344827586 0.001379310344827586
50536 0 0 0 0 0 0
50537 0 0 0 0 0 0
50538 0 0 0 0 0 0
50539 0 0 0 0 0 0
50540 0 0 1.2142553579017668e-05 1.2142553579017668e-05 2.4273612156224968e-05 2.4273612156224968e-05
50541 0 0 0 0 0 0
50542 0 0 0 0 1.0 1.0
50543 0 0 0 0 0 0
50544 0 0 0 0 0.07142857142857142 0.07142857142857142
50545 0 0 0 0 0.005050505050505051 0.005050505050505051
50546 0 0 0 0 0 0
50547 0 0 0 0 0.0045871559633027525 0.0045871559633027525
50548 0 0 0 0 0 0
50549 0 0 0 0 1.7312569791296972e-06 1.7312569791296972e-06
50550 0 0 0 0 0.012048192771084338 0.012048192771084338
50551 0 0 6.994885339839509e-07 6.994885339839509e-07 6.994885339839509e-07 6.994885339839509e-07
50552 0 0 6.678242286630159e-06 6.678242286630159e-06 1.334320730674032e-05 1.334320730674032e-05
50553 0 0 0 0 0 0
50554 0 0 0 0 2.724822368829776e-07 2.724822368829776e-07
50555 0 0 0 0 0 0
50556 0 0 0.000846740050804403 0.000846740050804403 0.000846740050804403 0.000846740050804403
50557 0 0 0 0 0.007575757575757576 0.007575757575757576
50558 0 0 0 0 0 0
50559 3.71570940934085e-05 0.0001926782273603083 4.1011930592295406e-05 0.0008084074373484236 7.827274210829846e-05 0.0004634994206257242
50560 0 0 0 0 0.007633587786259542 0.007633587786259542
50561 0 0 0 0 0 0
50562 2.190856460561845e-06 2.190856460561845e-06 2.688348194858198e-06 2.848799943024001e-05 2.4503541541410875e-06 1.7769564290283604e-05
50563 0 0 0 0 0 0
50564 0 0 0 0 0.012345679012345678 0.012345679012345678
50565 0 0 0 0 0 0
50566 0 0 0 0 0 0
50567 0 0 0 0 0 0
50568 0 0 0 0 0 0
50569 0 0 0 0 0 0
50570 0 0 0.012195121951219513 0.012195121951219513 0.012195121951219513 0.012195121951219513
50571 0 0 0 0 0.006666666666666667 0.006666666666666667
50572 0 0 2.606635503470344e-07 2.606635503470344e-07 2.606635503470344e-07 2.606635503470344e-07
50573 0 0 0 0 0.011764705882352941 0.011764705882352941
50574 0 0 0 0 0 0
50575 0 0 9.253261774775608e-05 9.253261774775608e-05 0.00017242865764290026 0.00017242865764290026
50576 0 0 0 0 0 0
50577 0 0 0 0 0 0
50578 0 0 0 0 0.0053475935828877 0.0053475935828877
50579 0 0 0 0 0 0
50580 0 0 0 0 0 0
50581 0 0 0 0 0.0030120481927710845 0.0030120481927710845
50582 0 0 0 0 0 0
50583 0 0 0 0 0.010101010101010102 0.010101010101010102
50584 0 0 0 0 0.013513513513513514 0.013513513513513514
50585 0 0 0 0 3.9247992759530294e-07 3.9247992759530294e-07
50586 0 0 0 0 0 0
50587 0 0 0 0 0 0
50588 0 0 0 0 0 0
50589 0 0 0 0 0 0
50590 0 0 0 0 1.4380212827149841e-05 1.4380212827149841e-05
50591 0 0 0 0 0.00909090909090909 0.00909090909090909
50592 0 0 0.005 0.005 0.002255639097744361 0.0045662100456621
50593 0 0 0 0 0.010526315789473684 0.010526315789473684
50594 0 0 0 0 0.008849557522123894 0.008849557522123894
50595 0 0 3.260281297070311e-07 3.260281297070311e-07 3.260281297070311e-07 3.260281297070311e-07
50596 0 0 0 0 0.009433962264150943 0.009433962264150943
50597 0 0 0 0 0 0
50598 9.23986694591598e-05 8.100445524503848e-05 0 0 4.259125175688913e-05 6.282393591958537e-05
50599 0 0 0 0 0 0
50600 0 0 3.6945139423567156e-07 3.6945139423567156e-07 7.389025154827785e-07 7.389025154827785e-07
50601 0 0 3.234370827084067e-06 1.0210332856851133e-05 3.234370827084067e-06 1.0210332856851133e-05
50602 0 0 0 0 0.00546448087431694 0.00546448087431694
50603 0 0 0 0 0.000254323499491353 0.000254323499491353
50604 0 0 1.0555474825720314e-06 0.005208333333333333 1.407160971827582e-06 0.0029940119760479044
50605 0 0 0 0 2.260954891688956e-06 2.260954891688956e-06
50606 0 0 0 0 0 0
50607 0 0 0 0 0 0
50608 4.52755014261783e-05 4.52755014261783e-05 0 0 7.718431614695894e-05 7.718431614695894e-05
50609 0 0 0 0 0 0
50610 0 0 0 0 0.011627906976744186 0.011627906976744186
50611 0 0 0 0 0 0
50612 0 0 0 0 0.00013315579227696404 0.00013315579227696404
50613 0 0 3.760883055341394e-06 3.760883055341394e-06 3.760883055341394e-06 3.760883055341394e-06
50614 0.001639344262295082 0.001639344262295082 0 0 0.0016722408026755853 0.0016722408026755853
50615 0 0 0 0 0 0
50616 0 0 0 0 0 0
50617 0 0 0 0 0 0
50618 0 0 0 0 0 0
50619 0 0 0 0 0.01 0.01
50620 3.8607385283945736e-07 3.8607385283945736e-07 3.860669965223085e-07 3.860669965223085e-07 1.1581339219742015e-06 0.005128205128205128
50621 0 0 0 0 0 0
50622 0 0 0 0 0.0009345794392523365 0.0009345794392523365
50623 0 0 0 0 0.0007204610951008645 0.0007204610951008645
50624 0 0 0 0 0 0
50625 0 0 0 0 0 0
50626 0 0 0 0 0 0
50627 0 0 0 0 0 0
50628 3.4448203508962905e-07 3.4448203508962905e-07 1.7448182387944283e-06 0.012658227848101266 2.324781238085496e-06 0.0001665001665001665
50629 0 0 0 0 5.516723948650333e-06 5.516723948650333e-06
50630 0 0 0 0 0 0
50631 0 0 0 0 0 0
50632 1.8422380982207665e-06 2.7719874040892357e-06 1.8472875122902347e-06 3.3631646033651824e-06 3.694568199650771e-06 2.527454474226283e-05
50633 0 0 0 0 0 0
50634 0 0 0 0 0 0
50635 0 0 0 0 0 0
50636 0 0 0 0 0.007142857142857143 0.007142857142857143
50637 2.8076732587091216e-06 5.433350448387246e-06 2.8076622225117233e-06 5.4332176057983295e-06 5.89603769421127e-06 0.02127659574468085
50638 0 0 0 0 0 0
50639 0 0 0 0 2.769645789999917e-06 2.769645789999917e-06
50640 0 0 0 0 0.0078125 0.0078125
50641 0 0 0 0 3.8477684289830847e-07 3.8477684289830847e-07
50642 0 0 3.812472121297613e-07 3.812472121297613e-07 6.958704957172651e-07 6.958704957172651e-07
50643 0 0 0 0 0 0
50644 0 0 0 0 4.510132011563979e-06 4.510132011563979e-06
50645 0 0 0 0 0.0136986301369863 0.0136986301369863
50646 0 0 0.00020669698222405952 0.00020669698222405952 0.0004133085348212441 0.0004133085348212441
50647 0 0 0 0 0 0
50648 0 0 0 0 0.0022026431718061676 0.0022026431718061676
50649 0 0 0.0005751533742331288 0.0011160714285714285 0.0002878526194588371 0.0004051863857374392
50650 0 0 2.6977374076362156e-06 2.6977374076362156e-06 5.395460259737457e-06 5.395460259737457e-06
50651 0 0 0 0 0 0
50652 0 0 0.003134796238244514 0.003134796238244514 0.003134796238244514 0.003134796238244514
50653 0 0 0 0 0 0
50654 0 0 0 0 0 0
50655 0 0 0 0 0.047619047619047616 0.047619047619047616
50656 0 0 0 0 0 0
50657 0 0 0 0 0 0
50658 0 0 0 0 0.00013049719431032232 0.00013049719431032232
50659 0 0 1.1606987406418663e-05 1.1606987406418663e-05 1.1606987406418663e-05 1.1606987406418663e-05
50660 0 0 0 0 0.006289308176100629 0.006289308176100629
50661 0 0 0.0013280212483399733 0.0013280212483399733 0.0013280212483399733 0.0013280212483399733
50662 0 0 0 0 0 0
50663 0 0 0 0 0.008130081300813009 0.008130081300813009
50664 0 0 0 0 0 0
50665 2.0150167105335804e-06 0.00017828489926903192 0 0 2.4098679271882503e-06 0.00014282653717060629
50666 0 0 0 0 0 0
50667 3.0292382071756593e-06 3.0292382071756593e-06 8.58035213765173e-06 2.0814686843036447e-05 1.4300505093839914e-05 5.1287311519130165e-05
50668 0 0 0 0 0 0
50669 2.0183060357442e-06 2.0183060357442e-06 1.5459343472601406e-06 1.5459343472601406e-06 2.6278705379579477e-06 2.901271191972763e-06
50670 0 0 0 0 0.005376344086021506 0.005376344086021506
50671 3.6989225038746215e-06 0.00034572169403630077 0 0 4.61400183452713e-06 0.0004420866489832007
50672 0 0 0 0 0 0
50673 0 0 9.332548569693606e-07 8.919214217227462e-07 9.297758868202408e-07 9.054973195015599e-07
50674 0 0 0 0 2.7182776992497555e-05 2.7182776992497555e-05
50675 0 0 2.5767882910740052e-05 2.5767882910740052e-05 4.0732202064308e-06 1.2979596074970147e-05
50676 0 0 0 0 0 0
50677 0 0 4.610430176187589e-06 4.610430176187589e-06 3.859841437713739e-06 4.087538729429461e-06
50678 0 0 0 0 0 0
50679 2.509647083388546e-07 2.509647083388546e-07 0 0 2.509647083388546e-07 2.509647083388546e-07
50680 0 0 0 0 9.287595023706586e-07 9.287595023706586e-07
50681 0 0 4.159583243035714e-07 4.159583243035714e-07 8.317450468542779e-07 8.317450468542779e-07
50682 0 0 0 0 5.52455665432849e-05 5.52455665432849e-05
50683 0 0 0 0 0 0
50684 0 0 0 0 0.014285714285714285 0.014285714285714285
50685 7.730448536084961e-07 7.730448536084961e-07 7.72980915874168e-07 7.72980915874168e-07 2.318923030306778e-06 0.008547008547008548
50686 0 0 4.4165904804808785e-07 4.4165904804808785e-07 8.828201867429541e-07 8.828201867429541e-07
50687 0 0 1.0704348256122513e-06 1.4490149596304432e-06 1.0704348256122513e-06 1.4490149596304432e-06
50688 0 0 1.3627524328537808e-06 1.3627524328537808e-06 1.3627524328537808e-06 1.3627524328537808e-06
50689 0 0 0 0 0 0
50690 0 0 1.0086410276841704e-06 8.948954269948786e-07 1.0086410276841704e-06 8.948954269948786e-07
50691 0 0 0 0 0.015151515151515152 0.015151515151515152
50692 0 0 0 0 0 0
50693 0 0 0 0 0 0
50694 3.7828536107526855e-07 3.7828536107526855e-07 3.782976680596848e-07 3.782976680596848e-07 1.1348097207800682e-06 0.0051813471502590676
50695 0 0 0 0 0 0
50696 0 0 0 0 0 0
50697 0 0 0 0 0 0
50698 0 0 0 0 0 0
50699 0 0 0 0 0 0
50700 0 0 0 0 1.0 1.0
50701 0 0 0 0 0 0
50702 0.00018451886705415628 0.00032948929159802305 0.00016834072162056002 0.0007283321194464676 0.00036896965224610275 0.0008521516829995739
50703 0 0 0 0 0 0
50704 0 0 0 0 0 0
50705 0 0 2.20226912022285e-06 4.217416242113432e-06 2.446965090372538e-06 4.55563224203163e-06
50706 0 0 0 0 0 0
50707 0 0 0 0 0.0010504201680672268 0.0010504201680672268
50708 0 0 0 0 0.007692307692307693 0.007692307692307693
50709 8.728181727726117e-07 8.728181727726117e-07 8.727553278439932e-07 8.727553278439932e-07 2.1816426984127677e-06 0.0023752969121140144
50710 0 0 0 0 0 0
50711 0 0 0 0 0 0
50712 0 0 0 0 0.0070921985815602835 0.0070921985815602835
50713 0.009009009009009009 0.009009009009009009 0 0 0.009009009009009009 0.009009009009009009
50714 2.1474127255678117e-05 6.651589729945457e-05 2.1474127255678117e-05 6.651589729945457e-05 4.652611009509221e-05 1.0
50715 0 0 0 0 0 0
50716 0 0 0 0 0 0
50717 0 0 0 0 0.00909090909090909 0.00909090909090909
50718 0 0 0 0 4.4720719109163274e-05 4.4720719109163274e-05
50719 0 0 0 0 0.011627906976744186 0.011627906976744186
50720 0 0 0 0 0 0
50721 0 0 1.9237058269049497e-05 1.9237058269049497e-05 3.835458816760955e-05 3.835458816760955e-05
50722 0 0 0 0 0.010101010101010102 0.010101010101010102
50723 0 0 0 0 0 0
50724 0 0 0 0 0 0
50725 0 0 0 0 0 0
50726 6.439602006837569e-07 6.439602006837569e-07 6.024767820510117e-07 6.024767820510117e-07 1.2783310110319967e-06 1.259575925977242e-06
50727 0 0 0 0 0.00022291573785109228 0.00022291573785109228
50728 0 0 0 0 0 0
50729 0 0 1.4159492523787948e-05 1.4159492523787948e-05 1.4159492523787948e-05 1.4159492523787948e-05
50730 0 0 0 0 0 0
50731 0.00015405946695424435 0.00015405946695424435 0 0 0.00015405946695424435 0.00015405946695424435
50732 0 0 0 0 0 0
50733 0 0 0 0 0 0
50734 0 0 0 0 0 0
50735 0 0 0 0 0 0
50736 0 0 0 0 0 0
50737 0 0 0 0 8.003668881815424e-07 8.003668881815424e-07
50738 0 0 0 0 0 0
50739 0 0 0 0 0.008 0.008
50740 0 0 0 0 0 0
50741 0 0 0 0 0 0
50742 0 0 0 0 0.004694835680751174 0.004694835680751174
50743 0 0 0 0 0.006211180124223602 0.006211180124223602
50744 0 0 0 0 0 0
50745 0 0 0 0 0.006993006993006993 0.006993006993006993
50746 0 0 0 0 0 0
50747 0 0 0 0 0.007936507936507936 0.007936507936507936
50748 0 0 0 0 0.0078125 0.0078125
50749 0 0 0 0 0.004273504273504274 0.004273504273504274
50750 0 0 0 0 0.0003370407819346141 0.0003370407819346141
50751 4.900308131375301e-07 4.900308131375301e-07 1.2607947671973983e-06 1.3866788694407177e-06 1.8226046721863235e-06 2.164930933290901e-06
50752 0 0 0 0 0 0
50753 0 0 0 0 0 0
50754 0 0 0 0 0 0
50755 0 0 0 0 0.00847457627118644 0.00847457627118644
50756 0.003472222222222222 0.003472222222222222 0 0 0.003472222222222222 0.003472222222222222
50757 0 0 0 0 0 0
50758 0 0 0 0 0 0
50759 0 0 2.6186236514088194e-05 2.6186236514088194e-05 5.2299887555241754e-05 5.2299887555241754e-05
50760 0 0 0 0 0.015873015873015872 0.015873015873015872
50761 0 0 0 0 0 0
50762 0 0 0 0 0 0
50763 0 0 0 0 0.007692307692307693 0.007692307692307693
50764 0 0 0 0 0.0058823529411764705 0.0058823529411764705
50765 0 0 0 0 0 0
50766 0 0 0 0 0 0
50767 0 0 0 0 0 0
50768 0 0 0 0 9.782629962239048e-06 9.782629962239048e-06
50769 0 0 0 0 0 0
50770 0 0 0 0 0.0072992700729927005 0.0072992700729927005
50771 0 0 0 0 0.008130081300813009 0.008130081300813009
50772 0 0 1.4466085708664607e-06 1.6436960148590119e-06 1.649979870245583e-06 1.6494804548937198e-06
50773 0 0 0 0 0.014705882352941176 0.014705882352941176
50774 0 0 0 0 0 0
50775 0 0 0 0 0 0
50776 7.654623392529088e-05 8.882966910948257e-05 0 0 7.537044574081612e-05 7.100759781296599e-05
50777 0 0 0 0 0 0
50778 0 0 0 0 0.00641025641025641 0.00641025641025641
50779 0 0 0 0 0 0
50780 0 0 0 0 0 0
50781 0 0 0 0 0 0
50782 0 0 0 0 1.6530291759649558e-06 1.6530291759649558e-06
50783 0 0 2.1893551363913517e-07 2.1893551363913517e-07 2.1893551363913517e-07 2.1893551363913517e-07
50784 0 0 0 0 0.009523809523809525 0.009523809523809525
50785 4.5584668964133985e-06 4.5584668964133985e-06 0 0 9.034770313551704e-06 9.034770313551704e-06
50786 0 0 0 0 0.0136986301369863 0.0136986301369863
50787 0 0 0 0 0 0
50788 0 0 0 0 0.00038774718883288094 0.00038774718883288094
50789 0 0 0.0006297229219143577 0.0006297229219143577 0.0006297229219143577 0.0006297229219143577
50790 0 0 0 0 0.004291845493562232 0.004291845493562232
50791 0 0 0 0 0 0
50792 0 0 4.447342134919908e-07 4.447342134919908e-07 4.447342134919908e-07 4.447342134919908e-07
50793 0 0 0 0 0.006993006993006993 0.006993006993006993
50794 0 0 0 0 0 0
50795 0 0 2.4926609829010936e-07 2.4926609829010936e-07 2.4926609829010936e-07 2.4926609829010936e-07
50796 0 0 0 0 0.007352941176470588 0.007352941176470588
50797 0 0 0 0 6.512112529304507e-05 6.512112529304507e-05
50798 0 0 0 0 0.006578947368421052 0.006578947368421052
50799 0 0 0 0 0.005813953488372093 0.005813953488372093
50800 0 0 0 0 0 0
50801 0 0 2.6034886748242646e-05 2.6034886748242646e-05 2.58567304422923e-06 2.58567304422923e-06
50802 0 0 0 0 0.00011717834544176236 0.00011717834544176236
50803 0 0 0 0 0 0
50804 2.3265810135866516e-06 1.0680850836577641e-05 8.310935362531312e-07 9.103447020214205e-07 2.0695921040922044e-06 4.2381680942229535e-06
50805 0 0 0 0 0.022727272727272728 0.022727272727272728
50806 0 0 0 0 0 0
50807 0 0 0 0 0.015625 0.015625
50808 0 0 1.6448585832833022e-06 1.6448585832833022e-06 1.6448585832833022e-06 1.6448585832833022e-06
50809 0 0 0 0 0 0
50810 0 0 0 0 0 0
50811 0 0 0 0 0.01 0.01
50812 0 0 0 0 0.0004180602006688963 0.0004180602006688963
50813 2.8188936913441077e-07 2.8188936913441077e-07 3.865712866445419e-07 3.865712866445419e-07 7.395000240337508e-07 6.802957109396312e-07
50814 0 0 0.015873015873015872 0.015873015873015872 0.015873015873015872 0.015873015873015872
50815 0 0 0 0 0 0
50816 0 0 0.00022060445621001543 0.00022060445621001543 0.00031645569620253165 0.00031645569620253165
50817 0 0 6.525149230162894e-07 6.525149230162894e-07 6.525149230162894e-07 6.525149230162894e-07
50818 0 0 0 0 0 0
50819 0 0 0 0 0.001072961373390558 0.001072961373390558
50820 0 0 0 0 0.013333333333333334 0.013333333333333334
50821 0 0 0 0 0.0007429420505200594 0.0007429420505200594
50822 0 0 0 0 0 0
50823 0 0 0 0 0 0
50824 0 0 3.4306105835022624e-07 3.4306105835022624e-07 6.861218813187537e-07 6.861218813187537e-07
50825 0 0 0 0 0 0
50826 1.4087284816724424e-05 1.4087284816724424e-05 0 0 1.99909374416931e-05 8.366800535475234e-05
50827 0 0 2.2293561619404318e-05 2.2293561619404318e-05 2.2293561619404318e-05 2.2293561619404318e-05
50828 0 0 0 0 0.0070921985815602835 0.0070921985815602835
50829 0.0005064573309698658 0.0005064573309698658 0 0 0.0005064573309698658 0.0005064573309698658
50830 0 0 1.5689326237574054e-06 1.5729329694615065e-05 1.5689326237574054e-06 1.5729329694615065e-05
50831 0 0 0 0 0 0
50832 0 0 0 0 0 0
50833 0.011363636363636364 0.011363636363636364 0.011363636363636364 0.011363636363636364 0.03333333333333333 1.0
50834 0 0 0 0 0.00847457627118644 0.00847457627118644
50835 0 0 0 0 0.014925373134328358 0.014925373134328358
50836 0 0 0 0 0 0
50837 0 0 0 0 0 0
50838 0 0 1.4157066995488144e-06 1.4157066995488144e-06 1.4157066995488144e-06 1.4157066995488144e-06
50839 0 0 0 0 3.055861141669723e-05 3.055861141669723e-05
50840 0 0 0 0 0 0
50841 0 0 0 0 0 0
50842 0 0 0 0 4.153996975890201e-06 4.153996975890201e-06
50843 0 0 0 0 2.1535943489684284e-05 2.1535943489684284e-05
50844 0 0 0 0 0 0
50845 0 0 0 0 0.008 0.008
50846 0 0 0 0 0.011904761904761904 0.011904761904761904
50847 0 0 0 0 0 0
50848 0 0 0 0 0 0
50849 1.5936051811291648e-06 1.5936051811291648e-06 1.5936051811291648e-06 1.5936051811291648e-06 4.78080030597122e-06 1.0
50850 0 0 0 0 0.003215434083601286 0.003215434083601286
50851 3.975447635403746e-06 3.975447635403746e-06 1.4507969469429047e-06 1.5602181809104185e-06 2.417992572894013e-06 2.291585983743489e-06
50852 0 0 0 0 0 0
50853 0 0 0 0 0.0196078431372549 0.0196078431372549
50854 0 0 0 0 0.011235955056179775 0.011235955056179775
50855 4.071104278893441e-07 4.071104278893441e-07 3.554432039081691e-07 3.554432039081691e-07 9.610397681459525e-07 1.503121984361519e-06
50856 0 0 0 0 0 0
50857 0 0 3.6000748815575363e-07 3.6000748815575363e-07 3.6000748815575363e-07 3.6000748815575363e-07
50858 0 0 0 0 5.500519799121017e-06 5.500519799121017e-06
50859 0 0 0 0 0 0
50860 0 0 0 0 0.0006839945280437756 0.0006839945280437756
50861 0 0 0 0 0 0
50862 0 0 0 0 0.00186219739292365 0.00186219739292365
50863 0 0 0 0 0 0
50864 0 0 0 0 0.006666666666666667 0.006666666666666667
50865 0 0 0 0 0 0
50866 0 0 2.7249441386451578e-05 2.7249441386451578e-05 5.4404004134704314e-05 5.4404004134704314e-05
50867 0 0 0 0 0 0
50868 0 0 0 0 0 0
50869 1.8255004153013445e-06 1.8255004153013445e-06 4.211020999940625e-07 4.211020999940625e-07 1.256300872333449e-06 1.8707148936966262e-06
50870 0 0 0 0 0 0
50871 0 0 0 0 0 0
50872 0 0 0 0 0 0
50873 0 0 0 0 0 0
50874 0 0 0 0 0 0
50875 0 0 0 0 0 0
50876 0 0 0 0 0 0
50877 0 0 0 0 0.0056179775280898875 0.0056179775280898875
50878 0 0 0 0 0.009345794392523364 0.009345794392523364
50879 0 0 0 0 2.198381990854731e-05 2.198381990854731e-05
50880 0 0 0 0 0.008130081300813009 0.008130081300813009
50881 0 0 0 0 0 0
50882 0 0 0 0 0 0
50883 0 0 0 0 0.02127659574468085 0.02127659574468085
50884 0 0 0 0 0.012048192771084338 0.012048192771084338
50885 0 0 0 0 0 0
50886 0 0 0 0 0 0
50887 0 0 0 0 0.006060606060606061 0.006060606060606061
50888 0 0 0 0 0.007246376811594203 0.007246376811594203
50889 0 0 0 0 0 0
50890 0 0 0 0 0 0
50891 0 0 6.135707115702256e-07 6.135707115702256e-07 6.135707115702256e-07 6.135707115702256e-07
50892 0 0 0 0 4.51677303667168e-06 4.51677303667168e-06
50893 0 0 0 0 1.3036857804384556e-06 1.3036857804384556e-06
50894 0 0 0 0 0 0
50895 0 0 0 0 0 0
50896 0 0 0 0 0 0
50897 0 0 0 0 6.132561448265712e-06 6.132561448265712e-06
50898 0.002544529262086514 0.002544529262086514 0 0 0.002544529262086514 0.002544529262086514
50899 0 0 0 0 0.01 0.01
50900 0 0 0.00980392156862745 0.00980392156862745 1.0730287255154965e-06 1.0730287255154965e-06
50901 0 0 0 0 0 0
50902 0 0 5.786839453976977e-07 5.786839453976977e-07 1.1048942395233928e-06 1.1048942395233928e-06
50903 1.3747363599345736e-06 1.257001498345786e-06 1.4466916847882024e-06 1.6437365419070632e-06 2.6847799822804523e-06 2.4973902272125627e-06
50904 0 0 0 0 0.005952380952380952 0.005952380952380952
50905 0 0 0 0 0 0
50906 0.0007062146892655367 0.0007062146892655367 0 0 0.00040008001600320064 0.00040008001600320064
50907 0 0 0 0 1.1238303735387395e-06 1.1238303735387395e-06
50908 0 0 0 0 2.1604618203187113e-06 2.1604618203187113e-06
50909 0 0 0 0 0 0
50910 0 0 0 0 0 0
50911 0 0 0 0 0.003003003003003003 0.003003003003003003
50912 0 0 4.1057510075512974e-07 4.1057510075512974e-07 4.1057510075512974e-07 4.1057510075512974e-07
50913 0 0 0.016666666666666666 0.016666666666666666 0.016666666666666666 0.016666666666666666
50914 0 0 0 0 0.010309278350515464 0.010309278350515464
50915 0 0 0 0 0.03571428571428571 0.03571428571428571
50916 0 0 0 0 0 0
50917 0 0 0 0 0 0
50918 0 0 0 0 0.011904761904761904 0.011904761904761904
50919 0 0 0 0 0 0
50920 0 0 0 0 0 0
50921 0.00267379679144385 0.00267379679144385 0 0 1.9232248634510348e-05 1.9232248634510348e-05
50922 0 0 0 0 0.012195121951219513 0.012195121951219513
50923 0 0 0 0 1.3932078331717213e-06 1.3932078331717213e-06
50924 0 0 0 0 0.0136986301369863 0.0136986301369863
50925 0 0 0 0 0 0
50926 0 0 0 0 0 0
50927 0 0 0 0 0 0
50928 0 0 0 0 0.01020408163265306 0.01020408163265306
50929 0 0 0 0 0.006622516556291391 0.006622516556291391
50930 0 0 0 0 3.820246696250657e-07 3.820246696250657e-07
50931 0 0 0 0 0.016666666666666666 0.016666666666666666
50932 0 0 0 0 0 0
50933 0 0 0.016 0.016 0.016 0.016
